Cruise ,Station,Type ,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth[m],Depth[m],Reference ,Doi,Pre-Press (calculated),Press ,Day ,Month ,Year ,ONI 3.4 region,ANOM 3.4 region,TNI,1+2 Coast,PDO state,Temperature insitu ,Temperature pot,Salinity CTD,Salinity bottle,Density sigma t,Density Kg/L,Oxygen (umol/Kg),Oxygen (umol/L),Oxygen (ml/L),AOU (umol/Kg),Oxygen (mg/L),PO4 [µmol/l],PO4 [µmol/Kg],NO2 [µmol/l],NO2 [µmol/Kg],SiO4 [µmol/l],SiO4 [µmol/Kg],NO3 [µmol/Kg],TCO2,DIC umol kg-1,Alkalinity (umol/Kg) measurement ,Alkalinity (umol/Kg) SW,pH NBS at 25C,pH sea water,pH total,pH plots,CFC12,"WCa at measurement conditions (20°C, P=0)","WAr at measurement conditions (20°C, P=0)",CO32-measurement conditions(µmol/kgSW),HCO3 measurements conditions (µmol/kgSW),WCa at ambient temp and P,WAr at at ambient temp and P,CO32- ambient temp and P µmol/kg SW),d18O,SD ?18O,d18O corr ,SD ?18O,dD,SD ?D,d13C,SD d13C,d13C Cristian,d18O eq calcite Kim and Oneil 1995 Discrimit ,d18O eq calcite Kim and Oneil 1995 d18O cal-d18Osw (theoretical one),d18O eq calcite Kim and Oneil 1995 d18O Equation ,"d18O eq calcite Lynch et al., 1999",d18Oeq Marchitto et al 2014,d18Oeq Marchitto et al 2014 cuadratic,Discriminate,Value discriminate,ESSW,ESSW %,AAIW,AAIW %,PDW,PDW %,STW,STW%,SAAW,SAAW %,Remineralization OMP,Denitrification OMP,Denitrification/100,Extrainfo,Extrainfo2,st,depth ,presure
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,60.902,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,60902.24912,61.232,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.9,,34.92,,25.93,1.026,45.052,46.2231,1.035,203.4593,,2.369,2.308966862,0.045,0.043859649,13.987456,13.63299805,22.058029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1130,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,41.025,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,41024.98109,41.235,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.81,,35.09,,25.63,1.026,189.87,194.80692,4.362,49.1525,,1.292,1.259259259,0.306,0.298245614,4.873312,4.749816764,11.19762031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1131,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,20.91,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,20910.06391,21.016,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.21,,35.14,,25.58,1.026,206.629,212.00102,4.747,30.4573,,0.845,0.823586745,1.096,1.068226121,2.534208,2.469988304,4.986943347,,,,,,,,,,,,,,,,,,,,,,,1.05,0.16,,,,,,,,,,,,,,,,,,,,,,,C1132,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,21.047,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,21047.37331,21.154,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.21,,35.15,,25.58,1.026,206.063,211.42044,4.734,31.0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,10.975,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,10974.98155,11.027,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.46,,35.11,,25.24,1.025,214.586,219.9505,4.925,16.9264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,11.605,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,11604.73328,11.66,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.39,,35.12,,25.27,1.025,214.673,220.03982,4.927,17.1335,,1.001,0.976585366,0.712,0.694634146,4.208672,4.106021463,4.215986136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1135,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,3.11,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,3109.602924,3.124,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.8,,35.08,,25.13,1.025,208.704,213.9214,4.79,21.3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,2.285,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,2285.427502,2.296,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.82,,35.08,,25.13,1.025,209.357,214.5913,4.805,20.6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,367.1,CTD/Bottle,*,*,-76.74,-13.97,744,3.012,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,3012.052098,3.026,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.8,,35.08,,25.13,1.025,209.183,214.41266,4.801,20.8816,,1.149,1.12097561,0.695,0.67804878,5.304256,5.174883902,4.9202293,,,,,,,,,,,,,,,,,,,,,,,0.76,0.12,,,,,,,,,,,,,,,,,,,,,,,C1138,C1136,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,335.829,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,335828.6311,337.91,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,10.09,,34.74,,26.74,1.027,1.913,1.96504,0.044,273.5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,336.607,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,336606.8982,338.693,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,10.09,,34.74,,26.74,1.027,1.913,1.96504,0.044,273.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,337.521,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,337521.0459,339.613,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,10.09,,34.74,,26.74,1.027,1.87,1.92038,0.043,273.5896,,2.839,2.76436222,4.091,3.983446933,33.53216,32.65059396,26.53588153,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.11,,,,,,,,,,0.67,67.15,0.2,19.89,,,0.13,13.11,0,0,0.56,10.18,0.1,C1163,C1161,,-13.954,334
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,335.629,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,335628.7688,337.709,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,10.09,,34.74,,26.74,1.027,1.913,1.96504,0.044,273.5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,151.261,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,151260.9607,152.141,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.98,,34.93,,26.35,1.026,1.567,1.60776,0.036,256.9622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,151.167,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,151166.6419,152.046,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.99,,34.93,,26.35,1.026,1.567,1.60776,0.036,256.9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,150.459,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,150458.9295,151.334,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.99,,34.93,,26.35,1.026,1.567,1.60776,0.036,256.9077,,2.589,2.523391813,4.74,4.619883041,26.154656,25.49186745,18.44733293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1167,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,150.3,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,150299.9315,151.174,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13,,34.93,,26.35,1.026,1.567,1.60776,0.036,256.8538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,79.809,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,79809.39738,80.261,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.93,,34.97,,26.18,1.026,1.219,1.25048,0.028,252.1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,79.968,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,79967.53271,80.42,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.93,,34.97,,26.18,1.026,1.175,1.20582,0.027,252.2168,,2.497,2.433723197,3.832,3.734892788,22.960096,22.37826121,18.24656615,,,,,,,,,,,,,,,,,,,,,,,-0.75,0.13,,,,,,,,,,0.53,52.67,0,0,,,0.36,35.89,0.11,11.46,0.71,12.22,0.12,C1170,C1169,,-13.954,334
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,79.784,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,79783.55432,80.235,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.93,,34.97,,26.18,1.026,1.175,1.20582,0.027,252.2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,70.697,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,70697.14078,71.094,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.04,,34.94,,26.14,1.026,2.046,2.09902,0.047,250.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,70.94,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,70939.75564,71.338,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.04,,34.94,,26.14,1.026,2.176,2.233,0.05,250.6862,,2.568,2.502923977,0.229,0.223196881,20.505216,19.98559064,21.77940158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1173,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,50.11,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,50109.96573,50.384,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.58,,34.9,,25.99,1.026,35.084,35.99596,0.806,215.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,50.513,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,50512.86583,50.789,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.58,,34.9,,25.99,1.026,35.65,36.57654,0.819,214.4954,,2.327,2.268031189,0.025,0.024366472,13.511488,13.16909162,22.23679857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1175,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,50.388,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,50388.46222,50.664,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.57,,34.9,,25.99,1.026,36.694,37.64838,0.843,213.5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,24.971,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,24971.28804,25.102,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.11,,35.03,,25.75,1.026,67.425,69.17834,1.549,174.9756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,24.992,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,24992.17826,25.123,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.11,,35.03,,25.75,1.026,68.252,70.02688,1.568,174.1486,,2.071,2.018518519,0.045,0.043859649,11.746976,11.44929435,18.70884479,,,,,,,,,,,,,,,,,,,,,,,-0.28,0.11,,,,,,,,,,,,,,,,,,,,,,,C1178,C1177,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,25.215,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,25215.01064,25.347,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.12,,35.04,,25.75,1.026,68.165,69.93756,1.566,174.1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,10.375,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,10375.15219,10.428,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.94,,35.1,,25.6,1.026,149.694,153.58574,3.439,88.6866,,1.486,1.44834308,1.268,1.235867446,5.88528,5.736140351,10.74424609,,,,,,,,,,,,,,,,,,,,,,,0.54,0.1,,,,,,,,,,,,,,,,,,,,,,,C1180,C1180,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,10.436,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,10435.92057,10.489,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.95,,35.09,,25.6,1.026,149.476,153.36244,3.434,88.8727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,10.484,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,10483.50797,10.537,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.92,,35.11,,25.61,1.026,148.649,152.5139,3.415,89.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,2.476,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,2476.190202,2.488,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.94,,34.98,,25.27,1.025,209.27,214.50198,4.803,24.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,368.3,CTD/Bottle,*,*,-76.61,-13.95,334,2.825,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,2824.530766,2.838,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.94,,34.98,,25.27,1.025,210.185,215.43984,4.824,23.8062,,1.436,1.40097561,0.667,0.650731707,4.774688,4.658232195,4.084386773,,,,,,,,,,,,,,,,,,,,,,,0.51,0.15,,,,,,,,,,,,,,,,,,,,,,,C1184,C1180,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,166.627,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,166626.5925,167.593,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.12,,34.95,,26.33,1.026,2.089,2.14368,0.048,249.6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,167.114,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,167113.7739,168.083,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.12,,34.95,,26.33,1.026,2.089,2.14368,0.048,245.858,,2.651,2.583820663,8.635,8.416179337,30.822144,30.04107602,9.784330205,,,,,,,,,,,,,,,,,,,,,,,-0.29,0.1,,,,,,,,,,0.47,46.6,0.15,15.5,,,0.38,38,0,0,0.81,22.92,0.23,C1186,C1197,,-13.941,170
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,148.848,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,148847.926,149.71,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.18,,34.95,,26.32,1.026,1.915,1.96504,0.044,229.2285,,2.605,2.538986355,8.359,8.147173489,31.336704,30.54259649,9.695418693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1187,,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,119.108,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,119107.7756,119.792,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.48,,34.96,,26.27,1.026,1.698,1.74174,0.039,211.2421,,2.749,2.679337232,6.267,6.108187135,36.78032,35.84826511,4.496331518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1188,,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,88.632,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,88632.22093,89.138,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.71,,34.98,,26.23,1.026,1.436,1.47378,0.033,66.8927,,2.643,2.576023392,8.039,7.835282651,32.093536,31.28024951,6.469731815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1189,,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,58.956,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58955.76238,59.29,16,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.91,,34.98,,26.19,1.026,1.219,1.25048,0.028,-5.0225,,2.475,2.412280702,5.621,5.478557505,26.401216,25.73217934,13.56136232,,,,,,,,,,,,,,,,,,,,,,,-0.24,0.1,,,,,,,,,,0.56,56.45,0,0,,,0.35,35.15,0.08,8.41,0.66,16.82,0.17,C1190,C1203,,-13.941,170
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,49.97,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,49969.99107,50.25,17,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.23,,34.98,,26.13,1.026,2.133,2.18834,0.049,255.6682,,2.477,2.414230019,0.095,0.092592593,21.667264,21.11819103,21.34166296,,,,,,,,,,,,,,,,,,,,,,,-0.23,0.14,,,,,,,,,,,,,,,,,,,,,,,C1191,C1205,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,40.273,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,40272.65774,40.496,17,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.45,,34.97,,26.07,1.026,4.832,4.95726,0.111,255.6686,,2.492,2.428849903,0.035,0.03411306,18.669952,18.19683431,23.32692957,,,,,,,,,,,,,,,,,,,,,,,-0.32,0.09,,,,,,,,,,,,,,,,,,,,,,,C1192,C1208,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,29.941,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,29940.9411,30.104,17,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.86,,34.95,,25.97,1.026,19.414,19.91836,0.446,255.5081,,2.48,2.417153996,0.03,0.029239766,16.182912,15.77281871,23.62834564,,,,,,,,,,,,,,,,,,,,,,,-0.16,0.18,,,,,,,,,,,,,,,,,,,,,,,C1193,C1213,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,19.737,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,19737.13408,19.843,17,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,15.26,,34.96,,25.88,1.026,35.388,36.30858,0.813,254.0941,,2.351,2.291423002,0.474,0.461988304,13.065536,12.73444055,20.00541382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1194,,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,8.277,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,8276.755115,8.319,17,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.45,,34.96,,25.62,1.026,173.982,178.50602,3.997,253.0929,,2.011,1.960038986,0.613,0.597465887,8.4688,8.254191033,12.44473636,,,,,,,,,,,,,,,,,,,,,,,-0.39,0.1,,,,,,,,,,,,,,,,,,,,,,,C1195,C1216,,,
M93,369.1,CTD/Bottle,*,*,-76.51,-13.94,170,3.259,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,3258.973381,3.275,17,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.26,,34.96,,25.42,1.025,242.123,248.17562,5.557,252.2452,,1.519,1.48195122,0.075,0.073170732,5.257088,5.128866341,0.671355297,,,,,,,,,,,,,,,,,,,,,,,1.13,0.17,,,,,,,,,,,,,,,,,,,,,,,C1196,C1218,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.423,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91422.66609,91.942,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.86,,34.98,,26.21,1.026,1.872,1.92038,0.043,251.8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.428,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91427.61662,91.947,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.86,,34.98,,26.21,1.026,1.828,1.87572,0.042,251.9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.158,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91158.14251,91.676,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.86,,34.98,,26.21,1.026,1.872,1.92038,0.043,251.8762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.147,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91147.17002,91.665,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.85,,34.98,,26.21,1.026,1.828,1.87572,0.042,251.9723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,0.12,,,,,,,,,,,,,,,,,,,,,,,C1226,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.243,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91242.633,91.761,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.85,,34.98,,26.21,1.026,1.828,1.87572,0.042,251.9723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.296,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91296.34255,91.815,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.85,,34.98,,26.21,1.026,1.828,1.87572,0.042,251.9724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.167,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91167.07468,91.685,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.86,,34.98,,26.21,1.026,1.828,1.87572,0.042,251.9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,91.26,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,91259.55964,91.778,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.86,,34.98,,26.21,1.026,1.828,1.87572,0.042,251.9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,75.238,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75238.4708,75.658,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.32,,34.97,,26.1,1.026,1.741,1.7864,0.04,249.6384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,75.011,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75010.72201,75.429,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.32,,34.97,,26.1,1.026,1.872,1.92038,0.043,249.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,75.053,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75052.51241,75.471,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.32,,34.97,,26.1,1.026,1.872,1.92038,0.043,249.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,75.276,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75276.30954,75.696,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.32,,34.97,,26.1,1.026,1.828,1.87572,0.042,249.5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,376.2,CTD/Bottle,*,*,-76.57,-13.72,95,75.563,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75562.63788,75.984,18,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.32,,34.97,,26.1,1.026,1.828,1.87572,0.042,249.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
